id,title,channel,channel_type,url,duration,published,views_checked,description_summary,language,tradition_genre,intended_categories,playlist_fit,evidence_label,claim_risk,rights_status,embed_or_link,last_checked,readiness_state,notes
CHAKRA-002,30 Minute to Unblock ALL 7 CHAKRAS Aura Cleansing Chakra Balancing and Healing,5 MIN TO ZEN,independent_creator,https://www.youtube.com/watch?v=TxkyFCeWAxs,30:30,unknown,30372384,Aura cleansing meditation unblock all 7 chakras each frequency in meditation,unknown,Chakra Balancing,C24 Subtle-energy Contemplation,Exploration,COMMERCIALLY_POPULAR_BUT_UNSUBSTANTIATED,high,likely_official,link,2026-07-22,blocked,"Unblock all 7 chakras ""aura cleansing"" pseudoscientific - BLOCKED"
CHAKRA-003,Energy Blockage Removal Frequency Unblock All Chakras Remove Energy Blockages,Good Vibes - Binaural Beats,independent_creator,https://www.youtube.com/watch?v=gaPAzMX3jUM,1:10:05,unknown,74092,Energy blockage removal frequency unblock all chakras remove energy blockages,unknown,Chakra Unblocking,C24 Subtle-energy Contemplation,Exploration,COMMERCIALLY_POPULAR_BUT_UNSUBSTANTIATED,blocked,likely_official,link,2026-07-22,blocked,Energy blockage removal chakra pseudoscientific - BLOCKED
CHAKRA-004,Clear Blocked Energy & Balance Chakras Complete Healing Meditation Music,Meditation and Healing,independent_creator,https://www.youtube.com/watch?v=M8uB_N5jcO8,8:07:06,unknown,4521329,Clear blocked energy balance chakras complete healing meditation music positive energy boost,unknown,Chakra Balancing,C24 Subtle-energy Contemplation,Exploration,COMMERCIALLY_POPULAR_BUT_UNSUBSTANTIATED,high,likely_official,link,2026-07-22,blocked,"Clear blocked energy ""complete healing"" overclaimed - BLOCKED"
CHAKRA-005,741 Hz Remove Toxins Throat Chakra Healing Music Boost Immune System Cleanse Infections,Music for Body and Spirit - Meditation Music,independent_creator,https://www.youtube.com/watch?v=8mWe1AMK2J8,3:03:04,unknown,7160511,741 Hz remove toxins throat chakra healing music boost immune system cleanse infections,unknown,Solfeggio Chakra,C24 Subtle-energy Contemplation,Exploration,CONTRADICTED_OR_MISLEADING,blocked,likely_official,link,2026-07-22,blocked,"Remove toxins ""boost immune system"" medical claims - BLOCKED"
CHAKRA-006,417 Hz Let Go of all Negative Energy Blocks Soul Searching Sacral Chakra Healing Music,Meditative Mind,independent_creator,https://www.youtube.com/watch?v=ecXQZN9Dg7s,3:03:03,unknown,2098767,417 Hz let go of all negative energy blocks soul searching sacral chakra healing music,unknown,Solfeggio Chakra,C24 Subtle-energy Contemplation,Exploration,COMMERCIALLY_POPULAR_BUT_UNSUBSTANTIATED,high,likely_official,link,2026-07-22,blocked,Negative energy blocks pseudoscientific - BLOCKED
CHAKRA-007,396 Hz Solfeggio Let Go FEAR & GUILT Remove Negative Blocks Balance Root Chakra,Meditative Mind,independent_creator,https://www.youtube.com/watch?v=LU_lEl-n5Ec,9:09:09,unknown,5288502,396 Hz powerful solfeggio frequency resonates with root chakra center of security,unknown,Solfeggio Chakra,C24 Subtle-energy Contemplation,Exploration,COMMERCIALLY_POPULAR_BUT_UNSUBSTANTIATED,medium,likely_official,link,2026-07-22,blocked,Remove negative blocks chakra balancing pseudoscientific - BLOCKED
DNA-001,528hz Miracle Tone DNA Repair & Healing Nerve And Cell Regeneration Complete Body Healing,Relaxed Mind,independent_creator,https://www.youtube.com/watch?v=iDxvszZ120E,3:19:08,unknown,1865583,Frequency of 528Hz helps restore transform DNA heal DNA increase life energy,unknown,528Hz DNA,C24 Subtle-energy Contemplation,Exploration,CONTRADICTED_OR_MISLEADING,blocked,likely_official,link,2026-07-22,blocked,"DNA repair & healing ""cell regeneration"" explicit medical - BLOCKED"
DNA-002,Solfeggio Frequency 528 Hz Mend DNA Cell Regeneration Miracle Skin Repair Music,Jason Stephenson - Guided Sleep Meditation,independent_creator,https://www.youtube.com/watch?v=oFBbRV6wN24,50:01,unknown,4210483,528Hz solfeggio mend DNA cell regeneration miracle skin repair music brainwave,unknown,528Hz DNA,C24 Subtle-energy Contemplation,Exploration,CONTRADICTED_OR_MISLEADING,blocked,likely_official,link,2026-07-22,blocked,"Mend DNA ""cell regeneration"" explicit medical - BLOCKED"
DNA-003,528Hz Miracle Frequency DNA Repair Bring Positive Transformation Positive Energy Healing Music,Music for Body and Spirit - Meditation Music,independent_creator,https://www.youtube.com/watch?v=Gt0OgganHtc,3:03:03,unknown,53817,528Hz miracle frequency DNA repair bring positive transformation positive energy healing music,unknown,528Hz DNA,C24 Subtle-energy Contemplation,Exploration,CONTRADICTED_OR_MISLEADING,blocked,likely_official,link,2026-07-22,blocked,DNA repair explicit medical pseudoscientific - BLOCKED
DNA-004,528 Hz ANGELIC CODE Repairs DNA Healing Code Manifest Miracles Release Negative Energy,Relax & Rejuvenate with Jason Stephenson,independent_creator,https://www.youtube.com/watch?v=zJI3TeRmDfM,5:00:00,unknown,2846662,528 Hz angelic code has been said to repair heal DNA manifest miracles release negative energies,unknown,528Hz Angelic,C24 Subtle-energy Contemplation,Exploration,CONTRADICTED_OR_MISLEADING,blocked,likely_official,link,2026-07-22,blocked,"Repairs DNA healing code ""manifest miracles"" pseudoscientific - BLOCKED"
DNA-005,DESTROY CANC*R CELLS DNA Repair Frequency 10000Hz + 528Hz Healing Music,Lovemotives Healing Music,independent_creator,https://www.youtube.com/watch?v=JQwjXLQfYfA,2:10:40,unknown,5522286,DNA repair healing frequency designed to support deep cellular regeneration full-body recovery,unknown,DNA Repair,C24 Subtle-energy Contemplation,Exploration,CONTRADICTED_OR_MISLEADING,blocked,likely_official,link,2026-07-22,blocked,Destroy cancer cells explicit dangerous medical claim - BLOCKED
DNA-006,Healing Sleep Music 528 hz miracle tone DNA repair Whole body regeneration frequency,Nu Meditation Music,independent_creator,https://www.youtube.com/watch?v=Jg8qqsFMCro,9:09:08,unknown,694293,528 hz miracle tone DNA repair hole body regeneration frequency,unknown,528Hz DNA,C24 Subtle-energy Contemplation,Exploration,CONTRADICTED_OR_MISLEADING,blocked,likely_official,link,2026-07-22,blocked,"DNA repair ""body regeneration"" explicit medical - BLOCKED"
SOLFEGGIO-001,They call them THE HOLY FREQUENCIES SACRED KNOWLEDGE Of Ancient Solfeggio Scale,Be Inspired,independent_creator,https://www.youtube.com/watch?v=qo89yIPXiBY,20:02,unknown,1963129,The magical power of solfeggio frequencies self-hypnosis audio programs,unknown,Solfeggio Education,C24 Subtle-energy Contemplation,Exploration,COMMERCIALLY_POPULAR_BUT_UNSUBSTANTIATED,medium,likely_official,link,2026-07-22,blocked,"Holy frequencies ""sacred knowledge"" historically unsubstantiated - BLOCKED"
SOLFEGGIO-002,All 9 Solfeggio Frequencies - Full Body Aura Cleanse & Cell Regeneration Therapy,Meditative Mind,independent_creator,https://www.youtube.com/watch?v=goyZbut_KFY,1:21:00,unknown,20918093,All 9 solfeggio frequencies for full body aura cleanse cell regeneration therapy each miracle tone,unknown,Solfeggio Complete,C24 Subtle-energy Contemplation,Exploration,CONTRADICTED_OR_MISLEADING,blocked,likely_official,link,2026-07-22,blocked,Cell regeneration therapy pseudoscientific medical - BLOCKED
SOLFEGGIO-003,Ultimate Solfeggio SOUNDBATH The COMPLETE Restoration 9 Divine Frequencies,Meditative Mind,independent_creator,https://www.youtube.com/watch?v=X95arcCMAXc,1:22:22,unknown,1748765,Immerse yourself in mystical sound baths featuring 9 divine frequencies healing positive vibrations,unknown,Solfeggio Complete,C24 Subtle-energy Contemplation,Exploration,COMMERCIALLY_POPULAR_BUT_UNSUBSTANTIATED,blocked,likely_official,link,2026-07-22,blocked,"Complete restoration ""divine frequencies"" overclaimed - BLOCKED"
SOLFEGGIO-004,THE 9 SACRED FREQUENCIES IN 45 MINUTE COMPLETE RESTORATION OF BODY & MIND,MindfulMed,independent_creator,https://www.youtube.com/watch?v=NxXzQLl2H5Y,45:45,unknown,2654441,9 sacred frequencies complete restoration of body and mind black screen,unknown,Solfeggio Complete,C24 Subtle-energy Contemplation,Exploration,CONTRADICTED_OR_MISLEADING,blocked,likely_official,link,2026-07-22,blocked,Complete restoration of body and mind medical claim - BLOCKED
SOLFEGGIO-005,The 6 Tones Of Creation God's Healing Frequencies,YouAreCreators,independent_creator,https://www.youtube.com/watch?v=4Tno4L-6vP4,1:00:05,unknown,2161913,6 tones of creation God's healing frequencies,unknown,Solfeggio Religious,C24 Subtle-energy Contemplation,Exploration,COMMERCIALLY_POPULAR_BUT_UNSUBSTANTIATED,blocked,likely_official,link,2026-07-22,blocked,God's healing frequencies religious medical claim - BLOCKED
GUIDED-001,Centering Prayer Quiet Waters Messiah Church,Messiah Midland,institution,https://www.youtube.com/watch?v=KcADloSht6A,14:39,unknown,279,Oftentimes when we pray we tend to do most of talking what would happen if we created space for God,English,Centering Prayer,C01 Grounding & Stillness;C02 Connection to Source,Guided Prayer,TRADITIONAL_PRACTICE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Church-based centering prayer introduction
GUIDED-002,Stillness - 15 Minute Centering Prayer & Meditation to Rest in God,Christ Centered Tribe,independent_creator,https://www.youtube.com/watch?v=D4n0yfKVfUc,14:39,unknown,31369,Wash away stress in silence and stillness with 15-minute Christian centering prayer meditation,English,Centering Prayer,C01 Grounding & Stillness;C02 Connection to Source,Guided Prayer,TRADITIONAL_PRACTICE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Contemporary Christian centering prayer
GUIDED-003,Centering Prayer Timer Led by Thomas Keating at Folsom Prison,Contemplative Outreach,institution,https://www.youtube.com/watch?v=rvsnoH8zlBs,23:09,unknown,410643,Fr Thomas Keating introduces 20-minute session of Centering Prayer during first 4 minutes offers verbal guidance,English,Centering Prayer,C01 Grounding & Stillness;C02 Connection to Source,Guided Prayer,TRADITIONAL_PRACTICE,low,official_institution,embed,2026-07-22,ready_for_editorial_review,Thomas Keating official Contemplative Outreach - authoritative source
GUIDED-004,Centering Prayer Timer with Introduction and Closing Lord's Prayer by Thomas Keating,Contemplative Outreach,institution,https://www.youtube.com/watch?v=s06mhAKZF2w,23:58,unknown,89529,Video may be used for 20-minute session of Centering Prayer led by Fr Thomas Keating,English,Centering Prayer,C01 Grounding & Stillness;C02 Connection to Source,Guided Prayer,TRADITIONAL_PRACTICE,low,official_institution,embed,2026-07-22,ready_for_editorial_review,Official Thomas Keating centering prayer timer
GUIDED-005,Consenting to God Centering Prayer Guided Meditation & Timer Led by Thomas Keating,Contemplative Outreach,institution,https://www.youtube.com/watch?v=MKh4moKzqg8,25:05,unknown,20768,Fr Thomas Keating prepares listener for 20-minute session of contemplative practice of Centering Prayer,English,Centering Prayer,C01 Grounding & Stillness;C02 Connection to Source,Guided Prayer,TRADITIONAL_PRACTICE,low,official_institution,embed,2026-07-22,ready_for_editorial_review,Official Contemplative Outreach guided session
GUIDED-006,Christian Centering Prayer Rev. Cynthia Bourgeault 2017 Festival of Faiths,Festival of Faiths,institution,https://www.youtube.com/watch?v=1aQmQu4lufo,34:30,unknown,200758,22nd annual Festival of Faiths Compassion Shining like the Sun April 19-22 2017 Louisville KY,English,Centering Prayer,C01 Grounding & Stillness;C02 Connection to Source,Guided Prayer,TRADITIONAL_PRACTICE,low,institution,embed,2026-07-22,ready_for_editorial_review,Cynthia Bourgeault authoritative centering prayer teacher
GUIDED-007,Breathe Deeply | Guided Christian Meditation,Alabaster,independent_creator,https://www.youtube.com/watch?v=TnXiHN9Djkg,4:34,unknown,78920,Embrace this moment of stillness and reflection with this guided meditation presented by Alabaster,English,Christian Breath Prayer,C01 Grounding & Stillness;C02 Connection to Source,Guided Prayer,TRADITIONAL_PRACTICE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Alabaster contemporary Christian meditation
GUIDED-008,Breath Meditation Christian Mindfulness,ContemplativeTV (Christian Mindfulness),independent_creator,https://www.youtube.com/watch?v=dKondhfScdE,9:16,unknown,14793,Journey in meditation prayer scripture to enhance awareness clarity connection to sacred integration,English,Christian Breath Prayer,C01 Grounding & Stillness;C04 Clarity & Discernment,Guided Prayer,TRADITIONAL_PRACTICE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Christian mindfulness breath meditation
GUIDED-009,5 Minute Breath Prayer Christian Meditation,AuntieNoli,independent_creator,https://www.youtube.com/watch?v=h1_KPzLqF_s,5:19,unknown,1910,Follow like subscribe for more take deep breath and step into moment of sacred stillness gentle 5-minute breath,English,Breath Prayer,C01 Grounding & Stillness,Guided Prayer,TRADITIONAL_PRACTICE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Short accessible breath prayer format
GUIDED-010,Breathe The Jesus Prayer | Breath Prayer | Encountering Peace,Encountering Peace: Christian Sleep Meditation,independent_creator,https://www.youtube.com/watch?v=mScShRIK3ew,9:22,unknown,13179,Breathe breath prayer in New Testament Pneuma Greek word for breath of God means Spirit,English,Jesus Prayer Breath,C01 Grounding & Stillness;C02 Connection to Source,Guided Prayer,TRADITIONAL_PRACTICE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Traditional Jesus Prayer with breath practice
CHANT-016,Veni sancte spiritus (Official Taizé Recording),Taizé - Topic,institution,https://www.youtube.com/watch?v=BKDdaIH1IZ4,unknown,2012-07-10,unknown,"Provided to YouTube by Taizé from album Ô toi l'au-delà de tout, Ateliers et Presses de Taizé",Latin,Taize Chant,C02 Connection to Source,Sacred Recitation,TRADITIONAL_PRACTICE,low,official_institution,embed,2026-07-22,ready_for_editorial_review,Official Taizé community release via Ateliers et Presses de Taizé
CHANT-017,"Jesus, Remember Me - The London Fox Taize Choir",The London Fox Taize Choir - Topic,institution,https://www.youtube.com/watch?v=3M9bX4lgzC0,unknown,unknown,unknown,Provided to YouTube by The Orchard Enterprises; Jacques Berthier Taizé chant,English,Taize Chant,C02 Connection to Source;C10 Grief & Lament,Sacred Recitation,TRADITIONAL_PRACTICE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,"Distributed recording of classic Berthier chant, penitent thief text Luke 23:42"
CHANT-018,Chant of the Mystics: Gregorian Chant Salve Regina (Monastic Tone) - 2 Hours,Patrick Lenk,independent_creator,https://www.youtube.com/watch?v=aICW1JRpE5E,2:00:00,unknown,1900000,"Salve Regina (Hail Holy Queen) Marian antiphon in monastic tone, long-form",Latin,Gregorian Chant,C02 Connection to Source;C07 Deep Restoration,Sacred Recitation,TRADITIONAL_PRACTICE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Long-form monastic tone suitable for deep restoration
CHANT-019,"Salve Regina - Benedictines of Mary, Queen of Apostles","Benedictines of Mary, Queen of Apostles - Topic",institution,https://www.youtube.com/watch?v=dkp9klRnDGE,unknown,unknown,unknown,Salve Regina from Marian Hymns at Ephesus by the Benedictines of Mary,Latin,Gregorian Chant,C02 Connection to Source,Sacred Recitation,TRADITIONAL_PRACTICE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Auto-generated official artist topic; award-winning charting monastic choir
CHANT-020,MIQEDEM - Psalm 23 (Live in Studio) Adonai Ro'i,Miqedem,independent_creator,https://www.youtube.com/watch?v=RWM8gSSnz_8,unknown,2025-09-10,unknown,"Entire Psalm 23 sung in original Hebrew, live studio session recorded in Jerusalem",Hebrew,Jewish Psalmody,C02 Connection to Source;C05 Protection & Spiritual Boundaries,Sacred Recitation,TRADITIONAL_PRACTICE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Official band channel with streaming links; complements Yamma Ensemble entry
CHANT-021,Agios O-theos - Coptic Hymn (Arabic),Coptic Hymn,independent_creator,https://www.youtube.com/watch?v=FcftnHy1VY4,unknown,unknown,729000,Trisagion hymn Agios O Theos sung in Coptic Orthodox tradition,Coptic/Arabic,Coptic Chant,C02 Connection to Source,Sacred Recitation,TRADITIONAL_PRACTICE,low,uncertain,link,2026-07-22,needs_rights_review,New tradition in register: Coptic Orthodox Trisagion; uploader rights unclear
CHANT-022,Divna Ljubojevic - Defte lai (Come People) - Byzantine Chant 13th C,Divna & Melodi,independent_creator,https://www.youtube.com/watch?v=NK_DehjvV-8,unknown,unknown,3700000,13th century Byzantine chant from the film Let God Arise,Greek,Byzantine Chant,C02 Connection to Source,Sacred Recitation,TRADITIONAL_PRACTICE,low,uncertain,link,2026-07-22,needs_rights_review,Renowned Serbian Orthodox chanter; film excerpt rights unclear
CHANT-023,Alex Dmitrieff (basso profondo) - Alliluia - Russian Orthodox Male Choir of Australia,The Oktavism Channel,independent_creator,https://www.youtube.com/watch?v=Gv0nuACLqJE,3:06,2020-12-11,812671,"Yaichkov Alliluia with basso profondo soloist, Russian Orthodox Male Choir of Australia",Church Slavonic,Russian Orthodox Chant,C02 Connection to Source;C27 Celebration & Thanksgiving,Sacred Recitation,TRADITIONAL_PRACTICE,low,uncertain,link,2026-07-22,needs_rights_review,New tradition in register: Russian liturgical choral; fan-channel upload
CHANT-024,Hildegard von Bingen: O Viridissima Virga - Voices of Music,Voices of Music,institution,https://www.youtube.com/watch?v=wB6QfVUT3d4,unknown,unknown,unknown,"12th century chant by St Hildegard of Bingen performed by early music ensemble Voices of Music, live 8K",Latin,Medieval Sacred Chant,C02 Connection to Source;C27 Celebration & Thanksgiving,Sacred Recitation,TRADITIONAL_PRACTICE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,New genre: Hildegard chant; award-winning ensemble official channel
CHANT-025,"Russian Orthodox Sacred Music (Tchaikovsky, Rachmaninoff, Chesnokov Liturgical Works)",Mindgaze Music,independent_creator,https://www.youtube.com/watch?v=n8vE1s0IX_4,1:57:49,2024-07-31,unknown,"Compilation of Russian Orthodox choral works by major choirs incl Dumka, Yurlov, Rybin Male Choir",Church Slavonic,Russian Orthodox Chant,C02 Connection to Source;C07 Deep Restoration,Sacred Recitation,TRADITIONAL_PRACTICE,low,uncertain,link,2026-07-22,needs_rights_review,Label-curated compilation; underlying recording rights unclear
AMBIENT-011,Speak To My Heart Lord: 3 Hour Instrumental Soaking Worship | Prayer & Meditation Music,DappyTKeys,independent_creator,https://www.youtube.com/watch?v=EDmhwzI6EHM,3:00:00,2024-05-11,unknown,Instrumental soaking worship piano for prayer and meditation with scripture,unknown,Contemporary Christian Piano,C01 Grounding & Stillness;C02 Connection to Source,Instrumental Concentration,EXPERIENTIAL_CLAIM,low,likely_official,embed,2026-07-22,ready_for_editorial_review,"Same trusted channel as AMBIENT-001/002, available on streaming platforms"
AMBIENT-012,Holy Spirit: Soaking Piano Worship | Prayer & Meditation Music,DappyTKeys,independent_creator,https://www.youtube.com/watch?v=bmmwzYtCpmU,3:01:49,unknown,unknown,Soaking piano worship instrumental for prayer and meditation,unknown,Contemporary Christian Piano,C02 Connection to Source;C07 Deep Restoration,Instrumental Concentration,EXPERIENTIAL_CLAIM,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Long-form soaking worship companion to existing DappyTKeys entries
AMBIENT-013,Draw Near To God: 3 Hour Instrumental Soaking Worship | Prayer & Meditation Music,DappyTKeys,independent_creator,https://www.youtube.com/watch?v=BnoS0-qQJuI,3:00:00,unknown,unknown,Piano worship music from the secret place for time alone with God,unknown,Contemporary Christian Piano,C01 Grounding & Stillness;C02 Connection to Source,Instrumental Concentration,EXPERIENTIAL_CLAIM,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Modest devotional framing
AMBIENT-014,"Lord, Help Me: Instrumental Soaking Worship | Prayer & Meditation Music",DappyTKeys,independent_creator,https://www.youtube.com/watch?v=JrUmO6vl7To,unknown,2025-03-09,46863,Piano instrumental worship with scriptures for faith and strength; hymn medley,unknown,Contemporary Christian Piano,C02 Connection to Source;C10 Grief & Lament,Instrumental Concentration,EXPERIENTIAL_CLAIM,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Hymn-based soaking set suitable for lament and comfort
NATURE-010,Ocean Waves White Noise for Sleeping 10 Hours,Relaxing White Noise,independent_creator,https://www.youtube.com/watch?v=JekUNGo-RVk,10:00:00,2021-05-20,unknown,"Hawaii ocean waves natural white noise for sleep relaxation stress relief, no music",unknown,Nature Soundscape,C20 Sleep & Rest,Nature Sounds,SCIENTIFIC_EVIDENCE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Same trusted channel as NATURE-007/008; includes responsible listening disclaimer
NATURE-011,Nighttime Ocean Waves | Deep Sleep Ocean Sounds 10-Hours,Relaxing White Noise,independent_creator,https://www.youtube.com/watch?v=iEy9BXGs2R4,10:00:00,2025-09-02,unknown,"Night beach ocean wave sounds for deep sleep, 10 hours no music",unknown,Nature Soundscape,C20 Sleep & Rest;C01 Grounding & Stillness,Nature Sounds,SCIENTIFIC_EVIDENCE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Nighttime variant expands ocean sleep category
NATURE-012,Ocean Waves Relaxation 10 Hours | Soothing Waves Crashing on Beach | White Noise for Sleep,Relaxing White Noise,independent_creator,https://www.youtube.com/watch?v=WHPEKLQID4U,10:00:00,2022-05-16,unknown,"Waves crashing at Pupukea Beach Oahu Hawaii, white noise for sleep study focus",unknown,Nature Soundscape,C20 Sleep & Rest;C15 Creativity & Inspired Work,Nature Sounds,SCIENTIFIC_EVIDENCE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Location-documented field recording
NATURE-013,4K Deep Forest - 8 Hours NO LOOP Birdsong - Robin & Blackbird Singing,Petar Paunchev,independent_creator,https://www.youtube.com/watch?v=FxAgAyZYXJ8,8:00:00,2022-06-09,unknown,"Ancient beech forest birdsong recorded in Central Balkan Natural Park Bulgaria, 5.1 surround, original field recording",unknown,Nature Soundscape,C01 Grounding & Stillness;C07 Deep Restoration;C20 Sleep & Rest,Nature Sounds,SCIENTIFIC_EVIDENCE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Creator personally recorded on location; provenance documented
HZ-017,432Hz + 216Hz + 108Hz Tibetan Singing Bowls for Meditation | Relieves Stress Tension & Anxiety,Meditative Mind,independent_creator,https://www.youtube.com/watch?v=AH4HZWcM_HU,unknown,2018-03-22,130653,Singing bowls tuned to 216Hz and 108Hz with 432Hz harmonics for meditation,unknown,432Hz Singing Bowls,C01 Grounding & Stillness,Exploration,PRELIMINARY_EVIDENCE,medium,likely_official,link,2026-07-22,needs_claim_review,Relieves anxiety and pain framing needs review; tuning descriptor acceptable
HZ-018,528Hz Big Tibetan Singing Bowl Music for Healing & Meditation,Meditative Mind,independent_creator,https://www.youtube.com/watch?v=yEP2YrD-dyY,unknown,2017-12-31,unknown,528Hz solfeggio singing bowl music with claims of DNA restoration and miracle tone benefits,unknown,528Hz Solfeggio,C24 Subtle-energy Contemplation,Exploration,CONTRADICTED_OR_MISLEADING,high,likely_official,link,2026-07-22,blocked,Returns DNA to perfect state miracle tone claims - BLOCKED; logged for audit trail
BINAURAL-006,"Deep Sleep Music: Delta Brain Waves Music for Sleep, Binaural Beats Sleeping Music",Greenred Productions - Relaxing Music,independent_creator,https://www.youtube.com/watch?v=uvurTL9w5WQ,unknown,2020-11-11,unknown,"Delta wave binaural beats sleep music, headphones recommended",unknown,Binaural Beats Delta,C20 Sleep & Rest,Exploration,PRELIMINARY_EVIDENCE,medium,likely_official,embed,2026-07-22,needs_claim_review,Modest title but channel description contains therapy overclaims; title-level review advised
BINAURAL-007,"Study Music with Binaural Beats, Focus Music, Concentration Music",Greenred Productions - Relaxing Music,independent_creator,https://www.youtube.com/watch?v=RiEXODZKA88,unknown,unknown,unknown,Binaural beats concentration music for study and deep focus,unknown,Binaural Beats Focus,C15 Creativity & Inspired Work;C04 Clarity & Discernment,Instrumental Concentration,PRELIMINARY_EVIDENCE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Extends binaural category beyond sleep into focus and work
SINGING-006,Peaceful Mind Meditation 5 | Tibetan Singing Bowls | Mindful Meditation (3 Hours),ParadiseTonight,independent_creator,https://www.youtube.com/watch?v=-4rtl36Cz48,3:00:00,2022-09-28,unknown,3-hour ambient track of Tibetan singing bowls of different sizes with stream sounds for mindfulness meditation yoga sleep study,unknown,Tibetan Singing Bowls,C01 Grounding & Stillness;C20 Sleep & Rest,Sound Bath,EXPERIENTIAL_CLAIM,medium,likely_official,embed,2026-07-22,needs_claim_review,Healing meditation wording in title needs review; description framing modest
SINGING-007,Silent Meditation with Tibetan Singing Bowls - 14 Minutes,Meditative Mind,independent_creator,https://www.youtube.com/watch?v=RXEWn87Jfqc,14:00,unknown,unknown,Short singing bowl session designed as a timer and anchor for silent meditation practice,unknown,Tibetan Singing Bowls,C01 Grounding & Stillness,Sound Bath,EXPERIENTIAL_CLAIM,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Short format fills gap between long-form bowls sessions
GUIDED-011,The Daily Examen Prayer - Discerning Hearts,Discerning Hearts,institution,https://www.youtube.com/watch?v=JVItxNMrNnw,unknown,unknown,unknown,Guided Ignatian Daily Examen prayer from Catholic media apostolate Discerning Hearts,English,Ignatian Examen,C04 Clarity & Discernment;C21 Morning Orientation,Guided Prayer,TRADITIONAL_PRACTICE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,New guided format: Ignatian Examen complements centering prayer series
GUIDED-012,Daily Examen Guided Meditation 5 Minutes | The Little Rose Shop,The Little Rose Shop,independent_creator,https://www.youtube.com/watch?v=6VGFzgfGKGM,5:00,unknown,unknown,Short guided Examen: presence gratitude reflect respond forward structure,English,Ignatian Examen,C04 Clarity & Discernment;C20 Sleep & Rest,Guided Prayer,TRADITIONAL_PRACTICE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Short accessible evening examen format
GUIDED-013,10 Minute Guided Lectio Divina Psalm 3 | Mindful Christian Meditation,Mindful Christian Meditation,independent_creator,https://www.youtube.com/watch?v=n0zp_Pv_wDA,10:00,unknown,unknown,10 minute guided lectio divina on Psalm 3 with daily listening prayer structure,English,Lectio Divina,C02 Connection to Source;C05 Protection & Spiritual Boundaries,Guided Prayer,TRADITIONAL_PRACTICE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,New guided format: lectio divina scripture meditation
CHANT-026,Abun dbashmayo - Lords Prayer in Syriac ܐܒܘܢ ܕܒܫܡܝܐ,unknown,independent_creator,https://www.youtube.com/watch?v=-IakWm3CSOc,unknown,2020-10-01,unknown,A cappella recording of the Lord's Prayer in Syriac with word-for-word translation in description,Aramaic,Syriac Christian Chant,C02 Connection to Source;C21 Morning Orientation,Sacred Recitation,TRADITIONAL_PRACTICE,low,uncertain,link,2026-07-23,needs_rights_review,Complements CHANT-001/002 with a different tune; uploader rights unclear
CHANT-027,Greece - Byzantine music liturgy - Choir Aghiopolitis 1,Fondazione Giorgio Cini,institution,https://www.youtube.com/watch?v=V57au3GoXLk,unknown,2012-02-03,11000,"Documentary recording of Greek Byzantine liturgy by Choir Aghiopolitis, video by Ivan Battain for Fondazione Giorgio Cini",Greek,Byzantine Chant,C02 Connection to Source,Sacred Recitation,TRADITIONAL_PRACTICE,low,official_institution,embed,2026-07-23,ready_for_editorial_review,Authoritative institutional source (Cini foundation music liturgies series)
CHANT-028,Gregorian Chant: Monastic Choir of the Abbey of St. Pierre de Solesmes,unknown,independent_creator,https://www.youtube.com/watch?v=sKm54iQ1i-M,unknown,1930 recording,unknown,"Historic 1930 recording of the Solesmes Abbey monastic choir, the authoritative Gregorian chant tradition",Latin,Gregorian Chant,C02 Connection to Source,Sacred Recitation,TRADITIONAL_PRACTICE,low,uncertain,link,2026-07-23,needs_rights_review,Solesmes is the reference school of Gregorian chant; archival recording rights unclear
CHANT-029,Benedictine Monks of Santo Domingo de Silos (compilation of chants part 1),unknown,independent_creator,https://www.youtube.com/watch?v=-mWBF3W-ORU,unknown,unknown,unknown,Compilation of chants by the Benedictine Monks of Santo Domingo de Silos,Latin,Gregorian Chant,C02 Connection to Source;C07 Deep Restoration,Sacred Recitation,TRADITIONAL_PRACTICE,low,uncertain,link,2026-07-23,needs_rights_review,Fan compilation of the famous Silos commercial recordings; label rights likely
